Game,Top_Clusters,Top_Topic_Labels
SteamVR,"[575, 174, 185]","[""['film', 'rip', 'martin', 'gtao', 'pointless']"", ""['hurt', 'glorious', 'ahhhhhhhhhh', 'supressor', 'unarguably']""]"
SteamWorld Dig,"[339, 448, 628]","[""['specific', 'intrude', 'silently', 'lowquality', 'baba']""]"
SteamWorld Heist,"[69, 179]","[""['short', 'ig', 'strangely', 'looksfeel', 'overstay']"", ""['parent', 'gabagol', 'ptsd', 'untill', 'filter']""]"
SteamWorld Quest: Hand of Gilgamech,[346],"[""['grill', 'especialy', 'managementownership', 'quickselect', 'addictingbut']""]"
Steambirds Alliance,[64],"[""['excellent', 'start', 'adaptation', 'solid', 'time']""]"
Steel Assault,[264],"[""['game', 'crap', 'mspaint', 'anno', 'jalopy']""]"
Steel Circus,[64],"[""['excellent', 'start', 'adaptation', 'solid', 'time']""]"
Steel Division 2,[527],[]
Steel Division: Normandy 44,[465],[]
Steel Ocean,[629],[]
Steep™,"[72, 267, 614]","[""['position', 'fuck', 'positive', 'posse', 'posledn']"", ""['deluxe', 'society', 'beatem', 'rally', 'userincompatible']""]"
Stellar Orphans,[38],"[""['addicted', 'purely', 'btec', 'dry', 'snowrunner']""]"
Stellar Overload,[597],[]
Stellar Tactics,[283],"[""['option', 'blinding', 'similiar', 'boringto', 'framecap']""]"
Stellaris,"[22, 147, 246]","[""['coop', 'veriverifun', 'sack', 'experience', 'toolsweapon']"", ""['game', 'possdent', 'silly', 'even', 'posse']"", ""['sound', 'gamblefront', 'twitchyoutuber', 'koreans', 'spyro']""]"
Stellaris: Anniversary Portraits,[134],"[""['dad', 'starve', 'prologue', 'vast', 'backtracking']""]"
Stern Pinball Arcade,[433],[]
Stick Fight: The Game,"[411, 425]",[]
Still Wakes the Deep,"[104, 361]","[""['much', 'moment', 'find', 'bitesize', 'frustrating']"", ""['road', 'survivorslike', 'component', 'tech', 'upgrade']""]"
Stirring Abyss,"[123, 441, 513]","[""['horror', 'salvato', 'starve', 'congratulation', 'ghostrunnin']""]"
Stockpile,[333],"[""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Stone Age Wars,"[407, 408]",[]
Stone Age: Digital Edition,"[569, 578]",[]
Stonefly,[376],[]
Stonehearth,[299],"[""['enemy', 'different', 'chest', 'orc', 'task']""]"
Stoneshard,[23],"[""['game', 'vat', 'vanilla', 'tomb', 'addon']""]"
Stonewall Penitentiary,[336],"[""['appearance', 'uninstalle', 'pathetic', 'kino', 'map']""]"
Stories: The Path of Destinies,"[313, 375]","[""['drug', 'indy', 'overloaded', 'himselfthen', 'collectively']""]"
Stormworks: Build and Rescue,[192],"[""['release', 'fushigi', 'cringey', 'rayman', 'borderland']""]"
Storybook Brawl,"[23, 55, 93]","[""['game', 'vat', 'vanilla', 'tomb', 'addon']"", ""['sale', 'efootball', 'quid', 'never', 'diablo']"", ""['comedy', 'heartbreaking', 'syfy', 'decentish', 'neighbor']""]"
Stranded,[430],[]
Stranded Deep,"[133, 393, 467]","[""['hand', 'epic', 'smooooth', 'enemis', 'shoot']""]"
Stranded: Alien Dawn,[62],"[""['review', 'milk', 'give', 'overwhelmingly', 'free']""]"
Strange Brigade,"[101, 543]","[""['fight', 'downloadable', 'ascendancy', 'member', 'nell']""]"
Stray,"[314, 375, 545]","[""['encounter', 'silly', 'alteringly', 'ton', 'fappable']""]"
Stray Path,[178],"[""['puzzle', 'minimalist', 'excellent', 'relax', 'remake']""]"
Street Fighter V,"[249, 390, 540]","[""['choose', 'eveythe', 'increase', 'nonfight', 'greatnot']""]"
Street Shuffle,[269],"[""['weapon', 'amdnividia', 'illegitimate', 'eula', 'borderland']""]"
Streets of Rage 4,[104],"[""['much', 'moment', 'find', 'bitesize', 'frustrating']""]"
Streets of Rogue,"[157, 178, 262]","[""['title', 'frill', 'aggressively', 'looter', 'sandbox']"", ""['puzzle', 'minimalist', 'excellent', 'relax', 'remake']"", ""['jc', 'classical', 'mmos', 'argue', 'roughly']""]"
Strength of the Sword ULTIMATE,[426],[]
Strikey Sisters,[604],[]
Stronghold Crusader 2,"[70, 173, 241]","[""['boss', 'roguelite', 'upgrade', 'minimise', 'barely']"", ""['kill', 'standoff', 'yankees', 'cheeki', 'circumsise']"", ""['deck', 'agentplacement', 'lord', 'acquire', 'offline']""]"
Stronghold Crusader HD (2012),"[58, 414, 549]","[""['everybody', 'demos', 'rdr', 'aside', 'ready']""]"
Stronghold Kingdoms,[64],"[""['excellent', 'start', 'adaptation', 'solid', 'time']""]"
Stubbs the Zombie in Rebel Without a Pulse,"[285, 311, 600]","[""['ai', 'philodoophy', 'discount', 'daily', 'mashup']"", ""['game', 'voice', 'sar', 'wellbalance', 'rash']""]"
Stubbs the Zombie in Rebel Without a Pulse - Official Soundtrack,[334],"[""['character', 'building', 'fleet', 'xcom', 'bandit']""]"
Submerged,"[88, 576]","[""['waste', 'unable', 'influential', 'roam', 'halflife']""]"
Subnautica,"[123, 66, 87]","[""['horror', 'salvato', 'starve', 'congratulation', 'ghostrunnin']"", ""['simple', 'kumboom', 'long', 'relatable', 'ride']"", ""['scream', 'yr', 'handy', 'exeperience', 'upscaled']""]"
Subsurface Circular,[210],"[""['mic', 'adamant', 'diversion', 'second', 'netcode']""]"
Succubus Affection,[264],"[""['game', 'crap', 'mspaint', 'anno', 'jalopy']""]"
Succubus Girl Story,[125],"[""['dead', 'sneak', 'rise', 'franchise', 'zipline']""]"
SuchArt: Genius Artist Simulator,[12],"[""['item', 'frontier', 'humble', 'map', 'pvp']""]"
Sucker for Love: First Date,[113],"[""['hit', 'consult', 'chaotic', 'ingot', 'coss']""]"
Sudden Strike 4,"[184, 257]","[""['quick', 'heart', 'shettt', 'replay', 'hangover']"", ""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']""]"
Sudeki,[521],[]
Suicide Squad: Kill the Justice League,[411],[]
Summer Nightmare,[446],[]
Summer of '58,[396],[]
Summer~Life in the Countryside~,"[51, 269]","[""['sound', 'contender', 'twin', 'sun', 'regardless']"", ""['weapon', 'amdnividia', 'illegitimate', 'eula', 'borderland']""]"
Summit of the Wolf,[39],"[""['batman', 'bword', 'yeah', 'story', 'first']""]"
Summon Masters,[41],"[""['pay', 'hussein', 'wheel', 'heck', 'swim']""]"
Summoner,[328],"[""['game', 'yep', 'sense', 'mass', 'hitman']""]"
Sun Down Survivors,[169],"[""['heat', 'hm', 'neverwinter', 'inexpensive', 'nfs']""]"
Sunday Gold,[339],"[""['specific', 'intrude', 'silently', 'lowquality', 'baba']""]"
Sundered®: Eldritch Edition,[198],"[""['enhanced', 'telltale', 'blacklist', 'jorji', 'passport']""]"
Sunless Sea - Zubmariner,[408],[]
Sunless Skies: Sovereign Edition,"[225, 293]","[""['valve', 'eeeh', 'hacker', 'audiobook', 'outskille']"", ""['simple', 'platformer', 'mindless', 'eroge', 'game']""]"
SunnySide,[415],[]
Sunrider: Mask of Arcadius,"[64, 182]","[""['excellent', 'start', 'adaptation', 'solid', 'time']"", ""['los', 'overwatch', 'cringy', 'cancer', 'prepare']""]"
Sunset Overdrive,"[381, 504, 505]",[]
Sunset Routes,[0],"[""['game', 'bullettime', 'alan', 'wake', 'maxs']""]"
Super Auto Pets,"[82, 380, 396]","[""['battle', 'probably', 'ass', 'overpopulation', 'definition']""]"
Super Bunny Man,"[215, 280]","[""['game', 'see', 'make', 'unit', 'map']"", ""['warlord', 'sneaking', 'noncringeworthy', 'rdperson', 'inspired']""]"
Super Hexagon,[160],"[""['loud', 'lander', 'pixiv', 'armageddon', 'slur']""]"
Super Ledgehop: Double Laser,[22],"[""['coop', 'veriverifun', 'sack', 'experience', 'toolsweapon']""]"
Super Meat Boy,"[281, 431, 515]","[""['weapon', 'brainless', 'quicktoplay', 'uboot', 'darkgritty']""]"
Super Mega Baseball 2,[43],"[""['hour', 'overpriced', 'microwave', 'runner', 'amusing']""]"
Super Mega Baseball 3,[252],"[""['deck', 'together', 'hsbg', 'draw', 'monster']""]"
Super Seducer 2 - Advanced Seduction Tactics,[186],"[""['hurt', 'grease', 'sleep', 'mvp', 'split']""]"
Super Win the Game,[339],"[""['specific', 'intrude', 'silently', 'lowquality', 'baba']""]"
SuperPower 2 Steam Edition,[444],[]
SuperTux,[57],"[""['hunting', 'cotw', 'implementation', 'lolwat', 'dlcs']""]"
Superliminal,"[287, 386, 576]","[""['level', 'fuck', 'tekken', 'undo', 'park']""]"
Supermarket Together,[467],[]
Supraland,[262],"[""['jc', 'classical', 'mmos', 'argue', 'roughly']""]"
Supraland Six Inches Under,"[268, 505]","[""['group', 'monumentally', 'scorch', 'street', 'alot']""]"
Supremacy: 1914,[394],[]
Supreme Commander 2,[296],"[""['gameplay', 'wonderful', 'british', 'retell', 'story']""]"
Supreme Commander: Forged Alliance,[201],"[""['steam', 'ctrlaltdelete', 'offend', 'consistent', 'usa']""]"
SurrounDead,[417],[]
Survival Academy,[96],"[""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']""]"
Survivalist: Invisible Strain,[248],"[""['weapon', 'roguelike', 'run', 'floor', 'unfun']""]"
Survive in Space,[167],"[""['donkey', 'narwhal', 'ft', 'soil', 'edgy']""]"
Survive the Nights,"[143, 524]","[""['steam', 'clicker', 'hire', 'dirt', 'rally']""]"
Surviving Mars,"[8, 76, 105]","[""['diablo', 'yearning', 'underneath', 'sfxs', 'cheer']"", ""['place', 'actually', 'hitter', 'try', 'special']"", ""['ghost', 'ultracop', 'stressful', 'phasmophobic', 'ign']""]"
Surviving Mars: Colony Design Set,[596],[]
Surviving Mars: Deluxe Upgrade Pack,[503],[]
Surviving Mars: Green Planet,[190],"[""['good', 'edgy', 'spot', 'year', 'loot']""]"
Surviving Mars: Marsvision Song Contest,[607],[]
Surviving Mars: Project Laika,"[127, 587]","[""['nise', 'whoosh', 'pp', 'duuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuudddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddde', 'haha']""]"
Surviving Mars: Space Race,[527],[]
Surviving the Aftermath,"[32, 122, 533]","[""['mother', 'nah', 'defecation', 'doom', 'sponge']"", ""['level', 'wanderer', 'mech', 'randomized', 'ritual']""]"
Surviving the Aftermath - Rebirth,[498],[]
Surviving the Aftermath - Ultimate Colony,[409],[]
Surviving the Aftermath: Forgotten Tracks,[543],[]
Surviving the Aftermath: New Alliances,[45],"[""['ye', 'posesse', 'border', 'maybe', 'awdeome']""]"
Surviving the Aftermath: Shattered Hope,[71],"[""['positive', 'positioning', 'eric', 'possdent', 'calm']""]"
Survivors of the Dawn,[349],"[""['level', 'reasonable', 'agtp', 'activision', 'seiously']""]"
Suzerain,"[312, 593]","[""['package', 'summon', 'interferance', 'wen', 'trainer']""]"
Sven Co-op,"[237, 3, 29]","[""['incomplete', 'devs', 'disorganize', 'whine', 'bounce']"", ""['ezios', 'parkour', 'since', 'series', 'slog']"", ""['genre', 'would', 'pretardation', 'jump', 'funny']""]"
Swag and Sorcery,[283],"[""['option', 'blinding', 'similiar', 'boringto', 'framecap']""]"
Swapperoo,[248],"[""['weapon', 'roguelike', 'run', 'floor', 'unfun']""]"
Swarm Grinder,[96],"[""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']""]"
Sweet fantasy,[66],"[""['simple', 'kumboom', 'long', 'relatable', 'ride']""]"
Swelter,[199],"[""['solid', 'annoy', 'crouchjumpe', 'steal', 'doom']""]"
Sword Legacy: Omen,[618],[]
Sword With Sauce,[267],"[""['deluxe', 'society', 'beatem', 'rally', 'userincompatible']""]"
Sword of the Stars: The Pit,"[384, 405]",[]
Sword of the Stars: The Pit 2,[521],[]
Swordcery: Prologue,[185],"[""['hurt', 'glorious', 'ahhhhhhhhhh', 'supressor', 'unarguably']""]"
Swords & Souls: Neverseen,[192],"[""['release', 'fushigi', 'cringey', 'rayman', 'borderland']""]"
Swords and Sandals Classic Collection,[247],"[""['flash', 'whitewashed', 'yakuzza', 'bother', 'tmnt']""]"
Syberia 3,"[211, 411]","[""['ro', 'httpswwwtickcountercomcountdownbetalith', 'lawn', 'thieving', 'paly']""]"
Syberia II,[603],[]
Syberia: The World Before - Prologue,[168],"[""['cheese', 'crane', 'gi', 'bob', 'wolf']""]"
Symmodance,[89],"[""['life', 'please', 'possdent', 'indication', 'nont']""]"
Symphony of War: The Nephilim Saga,[185],"[""['hurt', 'glorious', 'ahhhhhhhhhh', 'supressor', 'unarguably']""]"
Synergy,[583],[]
System Crash,"[62, 104, 107]","[""['review', 'milk', 'give', 'overwhelmingly', 'free']"", ""['much', 'moment', 'find', 'bitesize', 'frustrating']"", ""['great', 'positiveneutral', 'bezos', 'aa', 'tale']""]"
System Shock,"[74, 206, 249]","[""['chase', 'sourcemod', 'adult', 'knock', 'regret']"", ""['car', 'strengthen', 'phonetablettactile', 'bearable', 'battleground']"", ""['choose', 'eveythe', 'increase', 'nonfight', 'greatnot']""]"
System Shock: Enhanced Edition,[322],"[""['fail', 'unfun', 'upgradesetc', 'contemporary', 'claymation']""]"
System Shock® 2 (Classic),[257],"[""['mystery', 'guarantee', 'teach', 'hard', 'increasingly']""]"
T-Minus 30,"[19, 365]","[""['free', 'story', 'tropico', 'season', 'main']"", ""['character', 'borderland', 'fucking', 'principle', 'mrate']""]"
TASTEE: Lethal Tactics,[192],"[""['release', 'fushigi', 'cringey', 'rayman', 'borderland']""]"
TCG Card Shop Simulator,[165],"[""['name', 'goodness', 'ectoplasm', 'grass', 'fracture']""]"
TEKKEN 7,"[58, 64, 110]","[""['everybody', 'demos', 'rdr', 'aside', 'ready']"", ""['excellent', 'start', 'adaptation', 'solid', 'time']"", ""['great', 'portuguese', 'rly', 'try', 'hella']""]"
TEKKEN 8,"[171, 347, 460]","[""['time', 'molest', 'enix', 'cofee', 'publish']"", ""['pairing', 'trebuchet', 'filtering', 'storage', 'require']""]"
TELEFORUM,[230],"[""['making', 'adaptiation', 'access', 'gem', 'althoug']""]"
THE CORRIDOR,[537],[]
THE FINALS,"[134, 237, 517]","[""['dad', 'starve', 'prologue', 'vast', 'backtracking']"", ""['incomplete', 'devs', 'disorganize', 'whine', 'bounce']""]"
THE LONGING,"[230, 276, 511]","[""['making', 'adaptiation', 'access', 'gem', 'althoug']"", ""['character', 'popup', 'fortnite', 'nobrainer', 'performing']""]"
THE TEAR,[489],[]
TIS-100,[623],[]
TOXIKK™,[64],"[""['excellent', 'start', 'adaptation', 'solid', 'time']""]"
TRAIL OUT,[293],"[""['simple', 'platformer', 'mindless', 'eroge', 'game']""]"
TRAIN CREW,[600],[]
TRIANGLE STRATEGY,[8],"[""['diablo', 'yearning', 'underneath', 'sfxs', 'cheer']""]"
TROUBLESHOOTER: Abandoned Children,[394],[]
TUNIC,[147],"[""['game', 'possdent', 'silly', 'even', 'posse']""]"
TY the Tasmanian Tiger,[24],"[""['meta', 'golem', 'earn', 'card', 'documentation']""]"
TY the Tasmanian Tiger 2 Soundtrack,[252],"[""['deck', 'together', 'hsbg', 'draw', 'monster']""]"
TY the Tasmanian Tiger 3,[118],"[""['husband', 'next', 'nukem', 'das', 'zefira']""]"
TY the Tasmanian Tiger Soundtrack,[206],"[""['car', 'strengthen', 'phonetablettactile', 'bearable', 'battleground']""]"
TYRONE vs COPS,[435],[]
Tabletop Simulator,"[333, 341, 408]","[""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']"", ""['shoot', 'freetoplay', 'automate', 'packaging', 'exam']""]"
Tabletopia,[408],[]
Tacoma,[513],[]
Tactical Assault VR,[510],[]
Tactical Monsters Rumble Arena,[262],"[""['jc', 'classical', 'mmos', 'argue', 'roughly']""]"
Tactical Troops: Anthracite Shift,[454],[]
Tactics Ogre: Reborn,[96],"[""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']""]"
Tails of Iron,"[136, 247]","[""['future', 'fav', 'aslo', 'silently', 'lobby']"", ""['flash', 'whitewashed', 'yakuzza', 'bother', 'tmnt']""]"
Tainted Grail: Conquest,"[40, 75, 283]","[""['good', 'bore', 'recc', 'super', 'possession']"", ""['spell', 'rank', 'generator', 'gain', 'component']"", ""['option', 'blinding', 'similiar', 'boringto', 'framecap']""]"
Tales & Tactics,[225],"[""['valve', 'eeeh', 'hacker', 'audiobook', 'outskille']""]"
Tales from Candlekeep: Tomb of Annihilation,"[40, 272]","[""['good', 'bore', 'recc', 'super', 'possession']"", ""['science', 'unlock', 'tutorial', 'collapse', 'architect']""]"
Tales from the Borderlands,"[265, 532]","[""['champion', 'lookssound', 'loot', 'heretic', 'shootkill']""]"
Tales of Berseria™,[150],"[""['mod', 'rippoff', 'simulation', 'phasmophobia', 'downright']""]"
Tales of Maj'Eyal,[110],"[""['great', 'portuguese', 'rly', 'try', 'hella']""]"
Tales of Nebezem RPG: Red Peril,[53],"[""['explanation', 'publish', 'reeeeally', 'treat', 'pod']""]"
Tales of Nebezem: Elemental Link,[618],[]
Tales of Vesperia: Definitive Edition,"[396, 558]",[]
Tales of Zestiria,[3],"[""['ezios', 'parkour', 'since', 'series', 'slog']""]"
Talisman: Digital Classic Edition,"[40, 407, 481]","[""['good', 'bore', 'recc', 'super', 'possession']""]"
Talisman: Origins,[174],"[""['film', 'rip', 'martin', 'gtao', 'pointless']""]"
Talismania Deluxe,[333],"[""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']""]"
Tallowmere 2: Curse of the Kittens,[144],"[""['dad', 'pinballtype', 'completion', 'soon', 'proud']""]"
Tametsi,[491],[]
Tank On Tank Digital  - West Front,[167],"[""['donkey', 'narwhal', 'ft', 'soil', 'edgy']""]"
Tatsu,[87],"[""['scream', 'yr', 'handy', 'exeperience', 'upscaled']""]"
Tattletail,[209],"[""['altered', 'capcock', 'classic', 'date', 'scroller']""]"
Taur,[191],"[""['gun', 'chart', 'etternas', 'terraforming', 'kd']""]"
Tavernier,[144],"[""['dad', 'pinballtype', 'completion', 'soon', 'proud']""]"
Team Fortress 2,"[34, 59, 65]","[""['clicker', 'asura', 'gspot', 'censor', 'slidingontheoppsinspaceforcingthemtocreatemymegaspaceship']"", ""['evil', 'resident', 'boomer', 'content', 'row']"", ""['male', 'aswell', 'pride', 'playedoverall', 'inject']""]"
Team Sonic Racing™,[393],[]
Teamfight Manager,[0],"[""['game', 'bullettime', 'alan', 'wake', 'maxs']""]"
Teardown,"[152, 154, 262]","[""['mom', 'left', 'enact', 'noose', 'loop']"", ""['mod', 'cost', 'beautifuluniquefunrelaxing', 'teamplay', 'loooooooooooooooooong']"", ""['jc', 'classical', 'mmos', 'argue', 'roughly']""]"
Technobabylon,"[312, 422]","[""['package', 'summon', 'interferance', 'wen', 'trainer']""]"
Technotopia,[326],"[""['cry', 'combatwhile', 'serial', 'observation', 'yetis']""]"
Teenage Mutant Ninja Turtles: Shredder's Revenge,[226],"[""['rt', 'disgusted', 'crash', 'french', 'overhate']""]"
Teenage Mutant Ninja Turtles: The Cowabunga Collection,[339],"[""['specific', 'intrude', 'silently', 'lowquality', 'baba']""]"
Tempest Rising,[70],"[""['boss', 'roguelite', 'upgrade', 'minimise', 'barely']""]"
Tempest: Pirate Action RPG,[631],[]
Templar Battleforce,[272],"[""['science', 'unlock', 'tutorial', 'collapse', 'architect']""]"
Tentacle Girl,[284],"[""['color', 'indeed', 'dumbed', 'cocnlusion', 'rebel']""]"
Terminator: Dark Fate - Defiance,"[93, 559]","[""['comedy', 'heartbreaking', 'syfy', 'decentish', 'neighbor']""]"
Terminator: Resistance,"[197, 269, 492]","[""['deck', 'ripoff', 'slay', 'version', 'defense']"", ""['weapon', 'amdnividia', 'illegitimate', 'eula', 'borderland']""]"
Terra Nil,[90],"[""['control', 'tutorialization', 'annoying', 'genericbore', 'aesthetic']""]"
TerraScape,[206],"[""['car', 'strengthen', 'phonetablettactile', 'bearable', 'battleground']""]"
Terraformers,"[159, 239]","[""['explosion', 'headpat', 'bruv', 'potionsellermp', 'shoe']"", ""['character', 'also', 'capitalism', 'jrpg', 'deny']""]"
Terraforming Mars,"[107, 407, 513]","[""['great', 'positiveneutral', 'bezos', 'aa', 'tale']""]"
Terraria,"[333, 43, 49]","[""['gear', 'baker', 'backgroundlore', 'respecce', 'soulslike']"", ""['hour', 'overpriced', 'microwave', 'runner', 'amusing']"", ""['card', 'defence', 'clonizer', 'mahjong', 'planet']""]"
Tesla Force,"[399, 414]",[]
Tesla vs Lovecraft,[623],[]
Test Drive Unlimited Solar Crown,[411],[]
Tetris® Effect: Connected,[231],"[""['goodand', 'sheriff', 'motion', 'catalogue', 'faith']""]"
Tharsis,"[52, 96, 347]","[""['audio', 'vegas', 'tolerable', 'act', 'rainbow']"", ""['scene', 'gross', 'intrusive', 'apple', 'reusedchange']"", ""['pairing', 'trebuchet', 'filtering', 'storage', 'require']""]"
That Flipping Mountain,[323],"[""['creature', 'blackwell', 'barotrauma', 'nicety', 'vibe']""]"
The 11th Hour,[393],[]
The 39 Steps,[430],[]
The 7th Guest VR,[199],"[""['solid', 'annoy', 'crouchjumpe', 'steal', 'doom']""]"
The Abbey,[285],"[""['ai', 'philodoophy', 'discount', 'daily', 'mashup']""]"
The Age of Decadence,[278],"[""['game', 'edgy', 'okami', 'ps', 'axe']""]"
The Artful Escape,[330],"[""['mystery', 'decent', 'might', 'revolution', 'child']""]"
The Ascent,"[352, 515, 520]","[""['simcity', 'keys', 'minmaxing', 'barony', 'warband']""]"
The Ascent - Cyber Heist,[123],"[""['horror', 'salvato', 'starve', 'congratulation', 'ghostrunnin']""]"
The Away Team: Lost Exodus,[354],"[""['quest', 'shabby', 'semistupid', 'perhaps', 'inexistent']""]"
The Awesome Adventures of Captain Spirit,"[128, 285]","[""['house', 'shadowhand', 'nearly', 'rosa', 'coggin']"", ""['ai', 'philodoophy', 'discount', 'daily', 'mashup']""]"
The Ballad Singer,[155],"[""['war', 'possibly', 'commit', 'dynamic', 'minority']""]"
