game,cleaned_reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2
Company of Heroes 2,ill make clear I actually enjoy rt game relic since dawn war dark crusade speak company hero I never like I think map scale small awkward battle focus fight pointless resource hub combat feel fake unit blast seem like eternity unit pool small speak unit pool I support reccomend game nickel dime dozen unit pack downloadable content I like company develop anymore go play man war game least get complete package buy game coh dawn war ww skin game joke,80,451,-0.07088393,12.583164,10.750488
Company of Heroes 2,would well micro management still awesome game good seasoned strategist excellent multiplayer,12,93,-0.011569601,12.064606,10.27448
Company of Heroes 2,free humblebundle httpswwwhumblebundlecomstorecompanyofheroeshmbsourcecompanyofheroesfreegamehmbmediumbanner,3,108,-0.05025579,14.508792,9.980254
Company of Heroes 2,I love first game second game really annoy another classy act relic leave game theater war mission plain annoying offer much single playerplayer I like finish game soviet tank hit tiger front hit side huge problem without story balance theater war chore I buy commander use different capability unit available commander buy commander grind take lot time would someone like I single playerplayer repetitive task play ai like buy cosmetic buy store another problem poor ai challenge offer cheat way resource spamme unit charge machine gun frontside yet win real challenge I continue list problem game next thing list would bias boring story contrary first game game story villainy soviet union even axis soldier feel humane plus campaign break addition lot achievement also break get mod thank kind caring modder impossible achieve petition course relic prefer ignore lastly continuous toxicity multiplayer game discussion,143,920,-0.04356616,12.622134,10.837843
Company of Heroes 2,I imagine feeling pay game go find every shred content downloadable content I get humble bundle card probably make portion I pay I disappointed find I essentially buy platform without even small campaign get I game option mechanistic game tutorial ai online playing online paying card farming I,48,294,-0.051822852,14.404558,10.086559
Company of Heroes 2,praktisch ist es ein coh mit besserer grafik der spielspa ebbt aber schon nach wenigen stunden ab hauptnegativpunkte extrem freche downloadable content politik selbst wenn man die complete edition kauft ist das game noch nicht vollstndigich sage nur ingame kufe von generlen und perk sehr unbersichtliche und wenig funktionierende multiplayer man,51,346,-0.04877849,11.987104,5.8089375
Kane & Lynch 2: Dog Days,social credit score drop negative moment I buy game finish make I international threat chinese government,16,105,-0.018018395,13.922535,10.734368
Kane & Lynch 2: Dog Days,god kawaii realwhiteguyhour,3,27,-0.05922351,13.06995,6.259445
Kane & Lynch 2: Dog Days,aesthetic I forgive every sin game commit,7,41,-0.01092887,12.950892,11.652183
Kane & Lynch 2: Dog Days,liveleak,1,8,-0.06018791,13.199289,6.96503
Kane & Lynch 2: Dog Days,I play lot bad game even intentionally I always believe thing learn even find humor bad let I tell one single redeem thing kane lynch reason developer go idea cameraman follow kl journey however neither character ever acknowledge camera man exist three elevator one explicitly say two white guy elevator one might think maybe camera man actually exist except fact get capture one police come put hand camera acknowledging infact real person camera man exist exist solely provide nauseating experience game cameraman full parkinson disease frame ability orangutan every cutscene deal dizzying camera movement wildly spin around circle typically point nothing particular remove ability actually see happen like someone come school bourne series game also censor nudity headshot headshot I watch video youtube loading icon buffering icon case need remind could watch something entertaining youtube instead several type gun game pistol fairly competent sub machine gun feel like I shoot garden hose point target great foot away assault rifle go shotgun minute game could swear weapon icon show shotgun sniper rifle scope sight despite enemy get scope aim couple cover base shooter cover occasionally nothing still get blast enemy directly front also I dozen occasion I would literally see spawn pop existence give sprinting ability game immediately make game look like throw dryer cycle half time see enemy approach even direction go one might think simply use however game throw numerous large open field either spend triple time go deal quick motion sickness oh numerous chase hurry sequence throughout game unavoidable numerous shootout kl incoherently shout despite small room close constantly need remind audience camera man typical dialog exchange go follow kane lynch I kane aghfbhth shoot lynch I want point I typo lynch randomly incoherently ramble shout throughout game subtitle cover despite everything else might think still incredibly unbalanced psychotic man last game however time seemingly get girlfriend see maybe one scene learn true purpose get rape murder screen girlfriend character already completely unbelievable enough I believe lynch care lynch need additional reason murder people literally character incredibly violent non empathetic man oh kayne really need exist solely remind jenny end last game canon whine fact still talk speak ending story way could garbage kl town arm deal go wrong arm deal even take place shoot someone girlfriend completely unrelated shootout happen boring shootout shootout everyone people arm dealer police military gang try hunt lead game woman fridge moment spoiler girl death kl decide win fight flee catch place helicopter see lead bad guy skyscrapper decide hijack chopper attack despite literally say moment ago chance win put gun pilot head fly along side building shoot yet police chopper decide try ram like play battlefield I guess kl literally find cowardly pilot force land site shoot way final boss police helicopter start shoot skyscraper oh boss room completely shoot piece completely die cutscene I seriously get angry remember crap final mission hijack commercial plane end succeed oh cameraman get leave behind airstrip end spoiler I could site game incredibly short length negative I might say sole positive I spare eternal torment buy anyone closet torture device mean drive viewer insane least get whole game without make single chinese racial slur oh wait british villain also game come critic give wrong,540,3478,-0.02746772,11.11371,11.362819
Kane & Lynch 2: Dog Days,pretty chilling game would nice see game darker serious tone cool asian aestheitcs find footage style camera also play really well steam deck,23,141,-0.036859725,12.360905,9.3003435
Kane & Lynch 2: Dog Days,novelty game play like old ps game graphic generation buy p sale complain,13,73,-0.018344047,14.655045,9.546857
Kane & Lynch 2: Dog Days,furry youtube man tell I play game I buy,9,40,0.016188512,14.811431,9.302741
Kane & Lynch 2: Dog Days,I well call saul,4,16,-0.04645726,10.854821,7.8411627
Half-Life: Source,ahhh half life source could finish original half life due graphic cause teary eye awesome many minute improvement valve masterpiece,20,131,-0.11352455,10.43525,7.462912
Half-Life: Source,age badly physics movement awful,5,32,0.064381935,13.730603,8.966341
Half-Life: Source,unfortunately I must give negative score game break case I unable finish still halflife play wonderful game choose original source version well flashlight pretty water buy original play discover influential frame per second time,34,228,-0.022612846,12.336229,9.470703
